UID DA TOMADA,CIDADE,MORADA,OPERADOR,CCS2 Custo €,TYPE2 7kW Custo €,TYPE2 22kW Custo €,Duração (minutos) até 130kW,Duração (minutos) até 7kW,Duração (minutos) até 22kW,POTÊNCIA DA TOMADA (kW),TARIFA 1,TARIFA 2,TARIFA 3,TIPO DE TOMADA,FORMATO DA TOMADA,ESTADO DO POSTO,ESTADO DA TOMADA
FEUP-00002-02,Porto,FEUP - Rua Roberto Frias,GLP - Galp,7.000,70.315,17.541,56,583,144,50.0,"€0,2608/charge ","€0,12/min ",,CCS,CABLE,Disponível,Disponível
FEUP-00002-01,Porto,FEUP - Rua Roberto Frias,GLP - Galp,7.000,70.315,17.541,56,583,144,50.0,"€0,2608/charge ","€0,12/min ",,CHAdeMO,CABLE,Disponível,Disponível
GDM-00011-01,Gondomar,Av.General Humberto Delgado,GLG - Galpgeste,7.000,70.315,17.541,56,583,144,50.0,"€0,2608/charge ","€0,12/min ",,CHAdeMO,CABLE,Disponível,Disponível
GDM-00011-02,Gondomar,Av.General Humberto Delgado,GLG - Galpgeste,7.000,70.315,17.541,56,583,144,50.0,"€0,2608/charge ","€0,12/min ",,CCS,CABLE,Disponível,Disponível
MTS-00029-01,Matosinhos,Posto Galp V.Rapida Nascente,GLG - Galpgeste,7.000,70.315,17.541,56,583,144,50.0,"€0,2608/charge ","€0,12/min ",,CHAdeMO,CABLE,Disponível,Disponível
MTS-00029-02,Matosinhos,Posto Galp V.Rapida Nascente,GLG - Galpgeste,7.000,70.315,17.541,56,583,144,50.0,"€0,2608/charge ","€0,12/min ",,CCS,CABLE,Disponível,Disponível
MTS-00031-01,Matosinhos,"Estrada Ext. Da Circunvalação En 12 Km 0,7",GLG - Galpgeste,7.000,70.315,17.541,56,583,144,50.0,"€0,2608/charge ","€0,12/min ",,CHAdeMO,CABLE,Disponível,Disponível
MTS-00031-02,Matosinhos,"Estrada Ext. Da Circunvalação En 12 Km 0,7",GLG - Galpgeste,7.000,70.315,17.541,56,583,144,50.0,"€0,2608/charge ","€0,12/min ",,CCS,CABLE,Disponível,Disponível
MTS-00032-02,Matosinhos,Rua Mário Brito,GLG - Galpgeste,7.000,70.315,17.541,56,583,144,50.0,"€0,2608/charge ","€0,12/min ",,CCS,CABLE,Disponível,Disponível
MTS-00032-01,Matosinhos,Rua Mário Brito,GLG - Galpgeste,7.000,70.315,17.541,56,583,144,50.0,"€0,2608/charge ","€0,12/min ",,CHAdeMO,CABLE,Disponível,Disponível
MTS-00038-01,Matosinhos,Av. Mario de Brito S/N,GLP - Galp,7.000,70.315,17.541,56,583,144,50.0,"€0,2608/charge ","€0,12/min ",,CHAdeMO,CABLE,Disponível,Disponível
MTS-00038-02,Matosinhos,Av. Mario de Brito S/N,GLP - Galp,7.000,70.315,17.541,56,583,144,50.0,"€0,2608/charge ","€0,12/min ",,CCS,CABLE,Disponível,Disponível
PRT-00013-02,Porto,Avenida da França,MLT - Mobiletric,7.000,70.315,17.541,56,583,144,50.0,"€0,2608/charge ","€0,12/min ",,CCS,CABLE,Disponível,Disponível
PRT-00013-01,Porto,Avenida da França,MLT - Mobiletric,7.000,70.315,17.541,56,583,144,50.0,"€0,2608/charge ","€0,12/min ",,CHAdeMO,CABLE,Disponível,Disponível
PRT-00019-01,Porto,Av. Sidónio Pais,GLG - Galpgeste,7.000,70.315,17.541,56,583,144,50.0,"€0,2608/charge ","€0,12/min ",,CHAdeMO,CABLE,Disponível,Disponível
PRT-00019-02,Porto,Av. Sidónio Pais,GLG - Galpgeste,7.000,70.315,17.541,56,583,144,50.0,"€0,2608/charge ","€0,12/min ",,CCS,CABLE,Disponível,Disponível
PRT-00036-01,Porto,"Rua de 9 de Julho, Nr 40",MLT - Mobiletric,7.000,70.315,17.541,56,583,144,50.0,"€0,2608/charge ","€0,12/min ",,CHAdeMO,CABLE,Disponível,Disponível
PRT-00036-02,Porto,"Rua de 9 de Julho, Nr 40",MLT - Mobiletric,7.000,70.315,17.541,56,583,144,50.0,"€0,2608/charge ","€0,12/min ",,CCS,CABLE,Disponível,Disponível
PRT-00098-02,Porto,Rua de Sá da Bandeira,GLP - Galp,7.000,70.315,17.541,56,583,144,50.0,"€0,2608/charge ","€0,12/min ",,CCS,CABLE,Disponível,Disponível
PRT-00098-01,Porto,Rua de Sá da Bandeira,GLP - Galp,7.000,70.315,17.541,56,583,144,50.0,"€0,2608/charge ","€0,12/min ",,CHAdeMO,CABLE,Disponível,Disponível
PRT-00099-01,Porto,Rua de Sá da Bandeira,GLP - Galp,7.000,70.315,17.541,56,583,144,50.0,"€0,2608/charge ","€0,12/min ",,CHAdeMO,CABLE,Disponível,Disponível
PRT-00099-02,Porto,Rua de Sá da Bandeira,GLP - Galp,7.000,70.315,17.541,56,583,144,50.0,"€0,2608/charge ","€0,12/min ",,CCS,CABLE,Disponível,Disponível
PRT-00106-01,Porto,Rua de Sá da Bandeira,GLP - Galp,7.000,70.315,17.541,56,583,144,50.0,"€0,2608/charge ","€0,12/min ",,CHAdeMO,CABLE,Disponível,Disponível
PRT-00106-02,Porto,Rua de Sá da Bandeira,GLP - Galp,7.000,70.315,17.541,56,583,144,50.0,"€0,2608/charge ","€0,12/min ",,CCS,CABLE,Disponível,Disponível
PRT-00127-01,Porto,Rua de Entrecampos,GLG - Galpgeste,7.000,70.315,17.541,56,583,144,50.0,"€0,2608/charge ","€0,12/min ",,CHAdeMO,CABLE,Disponível,Disponível
PRT-00127-02,Porto,Rua de Entrecampos,GLG - Galpgeste,7.000,70.315,17.541,56,583,144,50.0,"€0,2608/charge ","€0,12/min ",,CCS,CABLE,Disponível,Disponível
PRT-00128-02,Porto,"Estrada Exterior da Circunvalação, 82-130",GLG - Galpgeste,7.000,70.315,17.541,56,583,144,50.0,"€0,2608/charge ","€0,12/min ",,CCS,CABLE,Disponível,Em uso
PRT-00128-01,Porto,"Estrada Exterior da Circunvalação, 82-130",GLG - Galpgeste,7.000,70.315,17.541,56,583,144,50.0,"€0,2608/charge ","€0,12/min ",,CHAdeMO,CABLE,Disponível,Fora de Serviço
PRT-00171-02,Porto,RUA DO GÓLGOTA,GLG - Galpgeste,7.000,70.315,17.541,56,583,144,50.0,"€0,2608/charge ","€0,12/min ",,CCS,CABLE,Disponível,Disponível
PRT-00171-01,Porto,RUA DO GÓLGOTA,GLG - Galpgeste,7.000,70.315,17.541,56,583,144,50.0,"€0,2608/charge ","€0,12/min ",,CHAdeMO,CABLE,Disponível,Disponível
VNG-00019-01,Vila Nova de Gaia,Avenida Vasco Da Gama,GLG - Galpgeste,7.000,70.315,17.541,56,583,144,50.0,"€0,2608/charge ","€0,12/min ",,CHAdeMO,CABLE,Disponível,Disponível
VNG-00019-02,Vila Nova de Gaia,Avenida Vasco Da Gama,GLG - Galpgeste,7.000,70.315,17.541,56,583,144,50.0,"€0,2608/charge ","€0,12/min ",,CCS,CABLE,Disponível,Disponível
GDM-00013-01,Gondomar,"Rua Fernão de Magalhães, 431",REP - Repsol,7.000,70.315,17.541,56,583,144,50.0,"€0,261/charge ","€0,12/min ",,CHAdeMO,CABLE,Disponível,Disponível
GDM-00013-02,Gondomar,"Rua Fernão de Magalhães, 431",REP - Repsol,7.000,70.315,17.541,56,583,144,50.0,"€0,261/charge ","€0,12/min ",,CCS,CABLE,Disponível,Disponível
PRT-00097-02,Porto,Rua Conde da Covilhã,REP - Repsol,7.000,70.315,17.541,56,583,144,50.0,"€0,261/charge ","€0,12/min ",,CCS,CABLE,Disponível,Disponível
PRT-00097-01,Porto,Rua Conde da Covilhã,REP - Repsol,7.000,70.315,17.541,56,583,144,50.0,"€0,261/charge ","€0,12/min ",,CHAdeMO,CABLE,Disponível,Disponível
PRT-00132-01,Porto,Avenida Fernão de Magalhães,REP - Repsol,7.000,70.315,17.541,56,583,144,50.0,"€0,261/charge ","€0,12/min ",,CHAdeMO,CABLE,Disponível,Disponível
PRT-00132-02,Porto,Avenida Fernão de Magalhães,REP - Repsol,7.000,70.315,17.541,56,583,144,50.0,"€0,261/charge ","€0,12/min ",,CCS,CABLE,Disponível,Disponível
PRT-00133-02,Porto,Avenida Marechal Gomes da Costa,REP - Repsol,7.000,70.315,17.541,56,583,144,50.0,"€0,261/charge ","€0,12/min ",,CCS,CABLE,Disponível,Disponível
PRT-00133-01,Porto,Avenida Marechal Gomes da Costa,REP - Repsol,7.000,70.315,17.541,56,583,144,50.0,"€0,261/charge ","€0,12/min ",,CHAdeMO,CABLE,Disponível,Disponível
PRT-00180-01,Porto,Rua de Júlio Dinis 320,REP - Repsol,7.000,70.315,17.541,56,583,144,50.0,"€0,261/charge ","€0,12/min ",,CHAdeMO,CABLE,Disponível,Disponível
PRT-00185-02,Porto,"PRAÇA DOUTOR FRANCISCO SÁ CARNEIRO, PORTO",GLP - Galp,7.000,70.315,17.541,56,583,144,50.0,"€0,261/charge ","€0,12/min ",,CCS,CABLE,Disponível,Disponível
PRT-00185-01,Porto,"PRAÇA DOUTOR FRANCISCO SÁ CARNEIRO, PORTO",GLP - Galp,7.000,70.315,17.541,56,583,144,50.0,"€0,261/charge ","€0,12/min ",,CHAdeMO,CABLE,Disponível,Disponível
PRT-00186-02,Porto,"PRAÇA DOUTOR FRANCISCO SÁ CARNEIRO, PORTO",GLP - Galp,7.000,70.315,17.541,56,583,144,50.0,"€0,261/charge ","€0,12/min ",,CCS,CABLE,Disponível,Disponível
PRT-00186-01,Porto,"PRAÇA DOUTOR FRANCISCO SÁ CARNEIRO, PORTO",GLP - Galp,7.000,70.315,17.541,56,583,144,50.0,"€0,261/charge ","€0,12/min ",,CHAdeMO,CABLE,Disponível,Disponível
GDM-00019-01,Gondomar,"Rua Nossa Srª do Amparo, nº 1033",EDP - EDP Comercial,7.029,57.038,17.457,46,583,144,60.0,"€0,297/charge ","€0,07/kWh ","€0,09/min ",CCS,CABLE,Disponível,Disponível
MAI-00028-01,Maia,"Via Periférica c/Av. Sts de Leite, L de Cat.",EDP - EDP Comercial,7.029,57.038,17.457,46,583,144,60.0,"€0,297/charge ","€0,07/kWh ","€0,09/min ",CCS,CABLE,Disponível,Disponível
VLG-00019-01,Valongo,"McDonald´s Valongo - Rua Fonseca Dias,169",EDP - EDP Comercial,7.029,57.038,17.457,46,583,144,60.0,"€0,297/charge ","€0,07/kWh ","€0,09/min ",CCS,CABLE,Disponível,Disponível
MTS-00045-01,Matosinhos,"Av. Dr. António Macedo, 196",ECI - ECOINSIDE,7.038,70.353,17.579,56,583,144,50.0,"€0,299/charge ","€0,12/min ",,CHAdeMO,CABLE,Disponível,Disponível
MTS-00086-01,Matosinhos,R. Dr. Manuel Rodrigues de Sousa 92,KLC - Atlante,7.169,19.172,10.376,127,583,144,22.0,"€0,2964/charge ","€0,12/kWh (20h-8h)","€0,02/min (8h-20h)",Mennekes,SOCKET,Disponível,Disponível
MTS-00086-02,Matosinhos,R. Dr. Manuel Rodrigues de Sousa 92,KLC - Atlante,7.169,19.172,10.376,127,583,144,22.0,"€0,2964/charge ","€0,12/kWh (20h-8h)","€0,02/min (8h-20h)",Mennekes,SOCKET,Disponível,Disponível
MTS-00087-02,Matosinhos,R. Dr. Manuel Rodrigues de Sousa 92,KLC - Atlante,7.169,19.172,10.376,127,583,144,22.0,"€0,2964/charge ","€0,12/kWh (20h-8h)","€0,02/min (8h-20h)",Mennekes,SOCKET,Disponível,Disponível
MTS-00087-01,Matosinhos,R. Dr. Manuel Rodrigues de Sousa 92,KLC - Atlante,7.169,19.172,10.376,127,583,144,22.0,"€0,2964/charge ","€0,12/kWh (20h-8h)","€0,02/min (8h-20h)",Mennekes,SOCKET,Disponível,Disponível
MTS-00089-01,Matosinhos,R. Dr. Manuel Rodrigues de Sousa 92,KLC - Atlante,7.169,19.172,10.376,127,583,144,22.0,"€0,2964/charge ","€0,12/kWh (20h-8h)","€0,02/min (8h-20h)",Mennekes,SOCKET,Disponível,Disponível
MTS-00089-02,Matosinhos,R. Dr. Manuel Rodrigues de Sousa 92,KLC - Atlante,7.169,19.172,10.376,127,583,144,22.0,"€0,2964/charge ","€0,12/kWh (20h-8h)","€0,02/min (8h-20h)",Mennekes,SOCKET,Disponível,Em uso
MTS-00090-01,Matosinhos,R. Dr. Manuel Rodrigues de Sousa 92,KLC - Atlante,7.169,19.172,10.376,127,583,144,22.0,"€0,2964/charge ","€0,12/kWh (20h-8h)","€0,02/min (8h-20h)",Mennekes,SOCKET,Disponível,Fora de Serviço
MTS-00090-02,Matosinhos,R. Dr. Manuel Rodrigues de Sousa 92,KLC - Atlante,7.169,19.172,10.376,127,583,144,22.0,"€0,2964/charge ","€0,12/kWh (20h-8h)","€0,02/min (8h-20h)",Mennekes,SOCKET,Disponível,Disponível
VLG-00008-02,Valongo,Rua Gil Vicente,HGP - High Green Power,7.245,26.451,8.860,127,583,144,22.0,"€0,7/charge ","€0,04/kWh ","€0,04/min ",Mennekes,SOCKET,Disponível,Disponível
VLG-00008-01,Valongo,Rua Gil Vicente,HGP - High Green Power,7.245,26.451,8.860,127,583,144,22.0,"€0,7/charge ","€0,04/kWh ","€0,04/min ",Mennekes,SOCKET,Disponível,Disponível
PRT-00181-02,Porto,R. Sra. do Porto 930,HRZ - Power dot,7.284,52.403,17.220,46,583,144,60.0,"€0,3/charge ","€0,09/kWh ","€0,08/min ",CHAdeMO,CABLE,Disponível,Disponível
VLG-00011-01,Valongo,Av. José Joaquim Ribeiro Teles 280,PRI - Prio,7.320,73.273,18.300,56,583,144,50.0,"€0,3/charge ","€0,125/min ",,CHAdeMO,CABLE,Disponível,Disponível
VLG-00011-02,Valongo,Av. José Joaquim Ribeiro Teles 280,PRI - Prio,7.320,73.273,18.300,56,583,144,50.0,"€0,3/charge ","€0,125/min ",,CCS,CABLE,Disponível,Disponível
VNG-00034-2,Vila Nova de Gaia,Rua da Baiza,PRI - Prio,7.320,73.273,18.300,56,583,144,50.0,"€0,3/charge ","€0,125/min ",,CHAdeMO,CABLE,Disponível,Disponível
VNG-00034-1,Vila Nova de Gaia,Rua da Baiza,PRI - Prio,7.320,73.273,18.300,56,583,144,50.0,"€0,3/charge ","€0,125/min ",,CCS,CABLE,Disponível,Disponível
VNG-00043-2,Vila Nova de Gaia,Avenida Poeta Eugénio de Andrade,PRI - Prio,7.320,73.273,18.300,56,583,144,50.0,"€0,3/charge ","€0,125/min ",,CCS,CABLE,Disponível,Em uso
VNG-00043-1,Vila Nova de Gaia,Avenida Poeta Eugénio de Andrade,PRI - Prio,7.320,73.273,18.300,56,583,144,50.0,"€0,3/charge ","€0,125/min ",,CHAdeMO,CABLE,Disponível,Disponível
MAI-00025-01,Maia,R. Central de Mandim,HRZ - Power dot,7.400,64.678,20.700,35,583,144,120.0,"€0,3/charge ","€0,1/kWh ","€0,1/min ",CCS,CABLE,Disponível,Disponível
MAI-00025-02,Maia,R. Central de Mandim,HRZ - Power dot,7.400,64.678,20.700,35,583,144,120.0,"€0,3/charge ","€0,1/kWh ","€0,1/min ",CCS,CABLE,Disponível,Disponível
MAI-00025-06,Maia,R. Central de Mandim,HRZ - Power dot,7.400,64.678,20.700,35,583,144,100.0,"€0,3/charge ","€0,1/kWh ","€0,1/min ",CHAdeMO,SOCKET,Disponível,Disponível
MAI-00025-08,Maia,R. Central de Mandim,HRZ - Power dot,7.400,64.678,20.700,35,583,144,100.0,"€0,3/charge ","€0,1/kWh ","€0,1/min ",CHAdeMO,SOCKET,Disponível,Disponível
MAI-00025-07,Maia,R. Central de Mandim,HRZ - Power dot,7.410,64.678,20.700,35,583,144,80.0,"€0,3/charge ","€0,1/kWh ","€0,1/min ",CCS,SOCKET,Disponível,Disponível
MAI-00025-04,Maia,R. Central de Mandim,HRZ - Power dot,7.410,64.678,20.700,35,583,144,80.0,"€0,3/charge ","€0,1/kWh ","€0,1/min ",CCS,CABLE,Disponível,Em uso
MAI-00025-03,Maia,R. Central de Mandim,HRZ - Power dot,7.410,64.678,20.700,35,583,144,80.0,"€0,3/charge ","€0,1/kWh ","€0,1/min ",CCS,CABLE,Disponível,Disponível
MAI-00025-05,Maia,R. Central de Mandim,HRZ - Power dot,7.410,64.678,20.700,35,583,144,80.0,"€0,3/charge ","€0,1/kWh ","€0,1/min ",CCS,CABLE,Disponível,Disponível
PRT-00179-02,Porto,Burger King Av. Boavista - Av. Boavista 2600,EDP - EDP Comercial,7.497,62.875,18.897,46,583,144,60.0,"€0,297/charge ","€0,07/kWh ","€0,1/min ",CHAdeMO,CABLE,Disponível,Disponível
VLG-00004-02,Valongo,Rua da Argila,PRI - Prio,7.601,76.192,19.020,56,583,144,50.0,"€0,3/charge ","€0,13/min ",,CCS,CABLE,Disponível,Disponível
VLG-00004-01,Valongo,Rua da Argila,PRI - Prio,7.601,76.192,19.020,56,583,144,50.0,"€0,3/charge ","€0,13/min ",,CHAdeMO,CABLE,Disponível,Disponível
PRT-00173-02,Porto,Estr. da Circunvalação 10853,HRZ - Power dot,7.644,53.003,17.820,46,583,144,60.0,"€0,3/charge ","€0,1/kWh ","€0,08/min ",CHAdeMO,CABLE,Disponível,Disponível
MTS-00018-1,Matosinhos,Av. Fabril do Norte,MLT - Mobiletric,7.664,17.191,10.701,255,583,360,11.0,"€0,2608/charge ","€0,029/min ",,Mennekes,SOCKET,Disponível,Disponível
MTS-00019-1,Matosinhos,Av. Fabril do Norte,MLT - Mobiletric,7.664,17.191,10.701,255,583,360,11.0,"€0,2608/charge ","€0,029/min ",,Mennekes,SOCKET,Disponível,Disponível
MTS-00020-1,Matosinhos,Av. Fabril do Norte,MLT - Mobiletric,7.664,17.191,10.701,255,583,360,11.0,"€0,2608/charge ","€0,029/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00092-01,Porto,Rua de Gonçalo Cristóvão,GLP - Galp,7.664,17.191,10.701,255,583,360,11.0,"€0,2608/charge ","€0,029/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00092-02,Porto,Rua de Gonçalo Cristóvão,GLP - Galp,7.664,17.191,10.701,255,583,360,11.0,"€0,2608/charge ","€0,029/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00093-02,Porto,Rua de Gonçalo Cristóvão,GLP - Galp,7.664,17.191,10.701,255,583,360,11.0,"€0,2608/charge ","€0,029/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00093-01,Porto,Rua de Gonçalo Cristóvão,GLP - Galp,7.664,17.191,10.701,255,583,360,11.0,"€0,2608/charge ","€0,029/min ",,Mennekes,SOCKET,Disponível,Disponível
VNG-00028-02,Vila Nova de Gaia,Gaia Shopping Piso -1,GLP - Galp,7.664,17.191,10.701,255,583,360,11.0,"€0,2608/charge ","€0,029/min ",,Mennekes,SOCKET,Disponível,Disponível
VNG-00028-01,Vila Nova de Gaia,Gaia Shopping Piso -1,GLP - Galp,7.664,17.191,10.701,255,583,360,11.0,"€0,2608/charge ","€0,029/min ",,Mennekes,SOCKET,Disponível,Em uso
GDM-00017-02,Gondomar,R. Fernão de Magalhães 584,EDP - EDP Comercial,7.871,57.038,17.457,56,583,144,50.0,"€0,297/charge ","€0,07/kWh ","€0,09/min ",CHAdeMO,CABLE,Disponível,Disponível
GDM-00018-02,Gondomar,Rua Dr. Carlos Moura Guedes N51,EDP - EDP Comercial,7.871,57.038,17.457,56,583,144,50.0,"€0,297/charge ","€0,07/kWh ","€0,09/min ",CHAdeMO,CABLE,Disponível,Disponível
MTS-00043-02,Matosinhos,Avenida da Liberdade,EDP - EDP Comercial,7.871,57.038,17.457,56,583,144,50.0,"€0,297/charge ","€0,07/kWh ","€0,09/min ",CHAdeMO,CABLE,Disponível,Disponível
MTS-00046-02,Matosinhos,Rua Heróis de França 905,EDP - EDP Comercial,7.871,57.038,17.457,56,583,144,50.0,"€0,297/charge ","€0,07/kWh ","€0,09/min ",CHAdeMO,CABLE,Disponível,Disponível
VNG-00068-02,Vila Nova de Gaia,McDonald´s - Gaia,EDP - EDP Comercial,7.871,57.038,17.457,56,583,144,50.0,"€0,297/charge ","€0,07/kWh ","€0,09/min ",CHAdeMO,CABLE,Disponível,Disponível
GDM-00016-03,Gondomar,"Rua de Rebordãos, 297",REP - Repsol,7.919,35.288,8.901,127,583,144,22.0,"€0,261/charge ","€0,06/min ",,Mennekes,CABLE,Disponível,Disponível
MTS-00044-03,Matosinhos,Avenida da Liberdade - Prolongamento do IP4,REP - Repsol,7.919,35.288,8.901,127,583,144,22.0,"€0,261/charge ","€0,06/min ",,Mennekes,CABLE,Disponível,Disponível
PRT-00152-03,Porto,"Rua Monte dos Burgos, nº 316",REP - Repsol,7.919,35.288,8.901,127,583,144,22.0,"€0,261/charge ","€0,06/min ",,Mennekes,CABLE,Disponível,Disponível
PRT-00172-03,Porto,"Estr. da CircunvalaÃ§Ã£o 12 843,",KLC - Atlante,7.955,35.323,8.936,127,583,144,22.0,"€0,2964/charge ","€0,06/min ",,Mennekes,CABLE,Disponível,Disponível
MAI-00023-1,Maia,R. Central de Mandim,HRZ - Power dot,7.958,17.814,11.100,255,583,360,11.0,"€0,3/charge ","€0,03/min ",,Mennekes,SOCKET,Disponível,Disponível
MTS-00049-1,Matosinhos,Avenida Arqº Fernando Távora 1343,HRZ - Power dot,7.958,17.814,11.100,255,583,360,11.0,"€0,3/charge ","€0,03/min ",,Mennekes,SOCKET,Disponível,Disponível
GDM-00012-02,Gondomar,Rua da Nossa Senhora do Amparo,HRZ - Power dot,8.033,52.403,17.220,56,583,144,50.0,"€0,3/charge ","€0,09/kWh ","€0,08/min ",CHAdeMO,CABLE,Disponível,Disponível
FEUP-00001-03,Porto,FEUP - Rua Roberto Frias,GLP - Galp,8.097,70.315,17.541,65,583,144,43.0,"€0,2608/charge ","€0,12/min ",,Mennekes,CABLE,Disponível,Disponível
FEUP-00002-03,Porto,FEUP - Rua Roberto Frias,GLP - Galp,8.097,70.315,17.541,65,583,144,43.0,"€0,2608/charge ","€0,12/min ",,Mennekes,CABLE,Disponível,Disponível
GDM-00011-03,Gondomar,Av.General Humberto Delgado,GLG - Galpgeste,8.097,70.315,17.541,65,583,144,43.0,"€0,2608/charge ","€0,12/min ",,Mennekes,CABLE,Disponível,Disponível
MTS-00029-03,Matosinhos,Posto Galp V.Rapida Nascente,GLG - Galpgeste,8.097,70.315,17.541,65,583,144,43.0,"€0,2608/charge ","€0,12/min ",,Mennekes,CABLE,Disponível,Em uso
MTS-00031-03,Matosinhos,"Estrada Ext. Da Circunvalação En 12 Km 0,7",GLG - Galpgeste,8.097,70.315,17.541,65,583,144,43.0,"€0,2608/charge ","€0,12/min ",,Mennekes,CABLE,Disponível,Disponível
MTS-00032-03,Matosinhos,Rua Mário Brito,GLG - Galpgeste,8.097,70.315,17.541,65,583,144,43.0,"€0,2608/charge ","€0,12/min ",,Mennekes,CABLE,Disponível,Disponível
MTS-00038-03,Matosinhos,Av. Mario de Brito S/N,GLP - Galp,8.097,70.315,17.541,65,583,144,43.0,"€0,2608/charge ","€0,12/min ",,Mennekes,CABLE,Disponível,Disponível
PRT-00019-03,Porto,Av. Sidónio Pais,GLG - Galpgeste,8.097,70.315,17.541,65,583,144,43.0,"€0,2608/charge ","€0,12/min ",,Mennekes,CABLE,Disponível,Disponível
PRT-00098-03,Porto,Rua de Sá da Bandeira,GLP - Galp,8.097,70.315,17.541,65,583,144,43.0,"€0,2608/charge ","€0,12/min ",,Mennekes,CABLE,Disponível,Disponível
PRT-00099-03,Porto,Rua de Sá da Bandeira,GLP - Galp,8.097,70.315,17.541,65,583,144,43.0,"€0,2608/charge ","€0,12/min ",,Mennekes,CABLE,Disponível,Disponível
PRT-00106-03,Porto,Rua de Sá da Bandeira,GLP - Galp,8.097,70.315,17.541,65,583,144,43.0,"€0,2608/charge ","€0,12/min ",,Mennekes,CABLE,Disponível,Disponível
PRT-00127-03,Porto,Rua de Entrecampos,GLG - Galpgeste,8.097,70.315,17.541,65,583,144,43.0,"€0,2608/charge ","€0,12/min ",,Mennekes,CABLE,Disponível,Disponível
PRT-00128-03,Porto,"Estrada Exterior da Circunvalação, 82-130",GLG - Galpgeste,8.097,70.315,17.541,65,583,144,43.0,"€0,2608/charge ","€0,12/min ",,Mennekes,CABLE,Disponível,Disponível
VNG-00019-03,Vila Nova de Gaia,Avenida Vasco Da Gama,GLG - Galpgeste,8.097,70.315,17.541,65,583,144,43.0,"€0,2608/charge ","€0,12/min ",,Mennekes,CABLE,Disponível,Disponível
GDM-00013-03,Gondomar,"Rua Fernão de Magalhães, 431",REP - Repsol,8.097,70.315,17.541,65,583,144,43.0,"€0,261/charge ","€0,12/min ",,Mennekes,CABLE,Disponível,Disponível
PRT-00097-03,Porto,Rua Conde da Covilhã,REP - Repsol,8.097,70.315,17.541,65,583,144,43.0,"€0,261/charge ","€0,12/min ",,Mennekes,CABLE,Disponível,Disponível
MAI-00012-02,Maia,Estrada Nacional 14,HLX - Helexia,8.116,60.878,16.900,56,583,144,50.0,"€2,5/charge ",€0/min ,"€0,1/min após 25min ",CCS,CABLE,Disponível,Disponível
MAI-00012-01,Maia,Estrada Nacional 14,HLX - Helexia,8.116,60.878,16.900,56,583,144,50.0,"€2,5/charge ",€0/min ,"€0,1/min após 25min ",CHAdeMO,CABLE,Disponível,Disponível
MAI-00013-02,Maia,Estrada Nacional 14,HLX - Helexia,8.116,60.878,16.900,56,583,144,50.0,"€2,5/charge ",€0/min ,"€0,1/min após 25min ",CCS,CABLE,Disponível,Disponível
MAI-00013-01,Maia,Estrada Nacional 14,HLX - Helexia,8.116,60.878,16.900,56,583,144,50.0,"€2,5/charge ",€0/min ,"€0,1/min após 25min ",CHAdeMO,CABLE,Disponível,Disponível
MTS-00082-02,Matosinhos,R. Dr. Manuel Rodrigues de Sousa 92,KLC - Atlante,8.816,77.550,24.776,35,583,144,150.0,"€0,2964/charge ","€0,12/kWh ","€0,12/min ",CCS,CABLE,Disponível,Disponível
MTS-00104-02,Matosinhos,"Rua de Goa, 2",IBD - Iberdrola,9.010,146.206,36.260,35,583,144,180.0,"€0,26/charge ","€0,25/min ",,CCS,CABLE,Disponível,Disponível
MAI-00012-03,Maia,Estrada Nacional 14,HLX - Helexia,9.030,60.878,16.900,65,583,144,43.0,"€2,5/charge ",€0/min ,"€0,1/min após 25min ",Mennekes,CABLE,Disponível,Disponível
MAI-00013-03,Maia,Estrada Nacional 14,HLX - Helexia,9.030,60.878,16.900,65,583,144,43.0,"€2,5/charge ",€0/min ,"€0,1/min após 25min ",Mennekes,CABLE,Disponível,Em uso
PRT-00139-1,Porto,"Alameda Basílio Teles, 29",GRC - Evaz,9.046,146.242,36.296,35,583,144,180.0,"€0,2964/charge ","€0,25/min ",,CCS,CABLE,Disponível,Disponível
MTS-00051-01,Matosinhos,Avenida Arqº Fernando Távora 1343,HRZ - Power dot,10.000,26.976,18.180,35,583,144,120.0,"€0,3/charge ","€0,25/kWh ","€0,02/min ",CCS,CABLE,Disponível,Disponível
MTS-00051-02,Matosinhos,Avenida Arqº Fernando Távora 1343,HRZ - Power dot,10.000,26.976,18.180,35,583,144,120.0,"€0,3/charge ","€0,25/kWh ","€0,02/min ",CCS,CABLE,Disponível,Disponível
MTS-00051-04,Matosinhos,Avenida Arqº Fernando Távora 1343,HRZ - Power dot,10.002,26.976,18.180,35,583,144,80.0,"€0,3/charge ","€0,25/kWh ","€0,02/min ",CCS,CABLE,Disponível,Disponível
MTS-00051-07,Matosinhos,Avenida Arqº Fernando Távora 1343,HRZ - Power dot,10.002,26.976,18.180,35,583,144,80.0,"€0,3/charge ","€0,25/kWh ","€0,02/min ",CCS,SOCKET,Disponível,Disponível
