UID DA TOMADA,CIDADE,MORADA,OPERADOR,CCS2 Custo €,TYPE2 7kW Custo €,TYPE2 22kW Custo €,Duração (minutos) até 130kW,Duração (minutos) até 7kW,Duração (minutos) até 22kW,POTÊNCIA DA TOMADA (kW),TARIFA 1,TARIFA 2,TARIFA 3,TIPO DE TOMADA,FORMATO DA TOMADA,ESTADO DO POSTO,ESTADO DA TOMADA
VNG-00062-01,Vila Nova de Gaia,Rua Doutor Francisco Sá Carneiro,KLC - Atlante,4.493,46.703,11.520,56,583,144,50.0,"€0,08/min ",,,CHAdeMO,CABLE,Disponível,Fora de Serviço
VNG-00071-03,Vila Nova de Gaia,"Rua Nova de Alvites, n,º 231,",KLC - Atlante,4.493,46.703,11.520,56,583,144,50.0,"€0,08/min ",,,CHAdeMO,CABLE,Disponível,Disponível
VNG-00071-02,Vila Nova de Gaia,"Rua Nova de Alvites, n,º 231,",KLC - Atlante,4.493,46.703,11.520,56,583,144,50.0,"€0,08/min ",,,CCS,CABLE,Disponível,Disponível
VNG-00109-02,Vila Nova de Gaia,"Avenida dos Descobrimentos,",KLC - Atlante,4.493,46.703,11.520,56,583,144,50.0,"€0,08/min ",,,CCS,CABLE,Disponível,Disponível
VNG-00109-03,Vila Nova de Gaia,"Avenida dos Descobrimentos,",KLC - Atlante,4.493,46.703,11.520,56,583,144,50.0,"€0,08/min ",,,CHAdeMO,CABLE,Disponível,Em uso
MTS-00045-02,Matosinhos,"Av. Dr. António Macedo, 196",ECI - ECOINSIDE,4.499,70.353,17.579,35,583,144,120.0,"€0,299/charge ","€0,12/min ",,CCS,CABLE,Disponível,Disponível
MTS-00083-02,Matosinhos,R. Dr. Manuel Rodrigues de Sousa 92,KLC - Atlante,4.508,52.837,13.256,46,583,144,60.0,"€0,2964/charge ","€0,09/min ",,CCS,CABLE,Disponível,Disponível
MTS-00084-02,Matosinhos,R. Dr. Manuel Rodrigues de Sousa 92,KLC - Atlante,4.508,52.837,13.256,46,583,144,60.0,"€0,2964/charge ","€0,09/min ",,CCS,CABLE,Disponível,Disponível
MTS-00085-02,Matosinhos,R. Dr. Manuel Rodrigues de Sousa 92,KLC - Atlante,4.508,52.837,13.256,46,583,144,60.0,"€0,2964/charge ","€0,09/min ",,CCS,CABLE,Disponível,Disponível
VLG-00015-02,Valongo,"Lugar Campo Barreiro, SusÃ£o, R. Dom Pedro IV",KLC - Atlante,4.508,52.837,13.256,46,583,144,60.0,"€0,2964/charge ","€0,09/min ",,CCS,CABLE,Disponível,Disponível
PRT-00162-01,Porto,R. de O Primeiro de Janeiro,HRZ - Power dot,4.512,44.084,11.100,56,583,144,50.0,"€0,3/charge ","€0,075/min ",,CHAdeMO,CABLE,Disponível,Disponível
PRT-00162-02,Porto,R. de O Primeiro de Janeiro,HRZ - Power dot,4.512,44.084,11.100,56,583,144,50.0,"€0,3/charge ","€0,075/min ",,CCS,CABLE,Disponível,Disponível
PRT-00163-02,Porto,R. de O Primeiro de Janeiro,HRZ - Power dot,4.512,44.084,11.100,56,583,144,50.0,"€0,3/charge ","€0,075/min ",,CCS,CABLE,Disponível,Disponível
PRT-00163-01,Porto,R. de O Primeiro de Janeiro,HRZ - Power dot,4.512,44.084,11.100,56,583,144,50.0,"€0,3/charge ","€0,075/min ",,CHAdeMO,CABLE,Disponível,Disponível
PRT-00164-01,Porto,R. de Anselmo Braancamp 329,HRZ - Power dot,4.512,44.084,11.100,56,583,144,50.0,"€0,3/charge ","€0,075/min ",,CHAdeMO,CABLE,Disponível,Fora de Serviço
PRT-00164-02,Porto,R. de Anselmo Braancamp 329,HRZ - Power dot,4.512,44.084,11.100,56,583,144,50.0,"€0,3/charge ","€0,075/min ",,CCS,CABLE,Disponível,Em uso
PRT-00165-02,Porto,R. de Anselmo Braancamp 329,HRZ - Power dot,4.512,44.084,11.100,56,583,144,50.0,"€0,3/charge ","€0,075/min ",,CCS,CABLE,Disponível,Disponível
PRT-00165-01,Porto,R. de Anselmo Braancamp 329,HRZ - Power dot,4.512,44.084,11.100,56,583,144,50.0,"€0,3/charge ","€0,075/min ",,CHAdeMO,CABLE,Disponível,Disponível
PRT-00166-01,Porto,R. de Anselmo Braancamp 329,HRZ - Power dot,4.512,44.084,11.100,56,583,144,50.0,"€0,3/charge ","€0,075/min ",,CHAdeMO,CABLE,Disponível,Disponível
PRT-00166-02,Porto,R. de Anselmo Braancamp 329,HRZ - Power dot,4.512,44.084,11.100,56,583,144,50.0,"€0,3/charge ","€0,075/min ",,CCS,CABLE,Disponível,Disponível
PRT-00167-01,Porto,R. de Anselmo Braancamp 329,HRZ - Power dot,4.512,44.084,11.100,56,583,144,50.0,"€0,3/charge ","€0,075/min ",,CHAdeMO,CABLE,Disponível,Disponível
PRT-00167-02,Porto,R. de Anselmo Braancamp 329,HRZ - Power dot,4.512,44.084,11.100,56,583,144,50.0,"€0,3/charge ","€0,075/min ",,CCS,CABLE,Disponível,Disponível
PRT-00168-01,Porto,R. Sousa Prata 678,HRZ - Power dot,4.512,44.084,11.100,56,583,144,50.0,"€0,3/charge ","€0,075/min ",,CHAdeMO,CABLE,Disponível,Disponível
PRT-00168-02,Porto,R. Sousa Prata 678,HRZ - Power dot,4.512,44.084,11.100,56,583,144,50.0,"€0,3/charge ","€0,075/min ",,CCS,CABLE,Disponível,Disponível
PRT-00169-02,Porto,R. Sousa Prata 678,HRZ - Power dot,4.512,44.084,11.100,56,583,144,50.0,"€0,3/charge ","€0,075/min ",,CCS,CABLE,Disponível,Disponível
PRT-00169-01,Porto,R. Sousa Prata 678,HRZ - Power dot,4.512,44.084,11.100,56,583,144,50.0,"€0,3/charge ","€0,075/min ",,CHAdeMO,CABLE,Disponível,Disponível
PRT-00023-1,Porto,Rua Dr. António Bernardino de Almeida,HRZ - Power dot,4.633,20.598,5.206,127,583,144,22.0,"€0,1657/charge ","€0,035/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00023-2,Porto,Rua Dr. António Bernardino de Almeida,HRZ - Power dot,4.633,20.598,5.206,127,583,144,22.0,"€0,1657/charge ","€0,035/min ",,Mennekes,SOCKET,Disponível,Fora de Serviço
VNG-00039-02,Vila Nova de Gaia,Restaurante McDonalds de Gaia Fojo,EDP - EDP Comercial,4.764,20.729,5.337,127,583,144,22.0,"€0,297/charge ","€0,035/min ",,Mennekes,SOCKET,Disponível,Disponível
VNG-00039-01,Vila Nova de Gaia,Restaurante McDonalds de Gaia Fojo,EDP - EDP Comercial,4.764,20.729,5.337,127,583,144,22.0,"€0,297/charge ","€0,035/min ",,Mennekes,SOCKET,Disponível,Em uso
VNG-00092-02,Vila Nova de Gaia,R. Fernão de Magalhães 1,EDP - EDP Comercial,4.764,20.729,5.337,127,583,144,22.0,"€0,297/charge ","€0,035/min ",,Mennekes,SOCKET,Disponível,Disponível
VNG-00092-01,Vila Nova de Gaia,R. Fernão de Magalhães 1,EDP - EDP Comercial,4.764,20.729,5.337,127,583,144,22.0,"€0,297/charge ","€0,035/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00024-1,Porto,Rua Dr. António Bernardino de Almeida,HRZ - Power dot,4.767,20.732,5.340,127,583,144,22.0,"€0,3/charge ","€0,035/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00024-2,Porto,Rua Dr. António Bernardino de Almeida,HRZ - Power dot,4.767,20.732,5.340,127,583,144,22.0,"€0,3/charge ","€0,035/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00025-2,Porto,Rua Dr. António Bernardino de Almeida,HRZ - Power dot,4.767,20.732,5.340,127,583,144,22.0,"€0,3/charge ","€0,035/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00025-1,Porto,Rua Dr. António Bernardino de Almeida,HRZ - Power dot,4.767,20.732,5.340,127,583,144,22.0,"€0,3/charge ","€0,035/min ",,Mennekes,SOCKET,Disponível,Disponível
VLG-00003-01,Valongo,R. Tristão Vaz Teixeira 260,HRZ - Power dot,4.767,20.732,5.340,127,583,144,22.0,"€0,3/charge ","€0,035/min ",,Mennekes,SOCKET,Disponível,Disponível
VLG-00003-02,Valongo,R. Tristão Vaz Teixeira 260,HRZ - Power dot,4.767,20.732,5.340,127,583,144,22.0,"€0,3/charge ","€0,035/min ",,Mennekes,SOCKET,Disponível,Disponível
GDM-00003-02,Gondomar,Rua Infante Dom Henrique,KLC - Atlante,4.789,46.999,11.816,56,583,144,50.0,"€0,2964/charge ","€0,08/min ",,CCS,CABLE,Disponível,Disponível
GDM-00003-01,Gondomar,Rua Infante Dom Henrique,KLC - Atlante,4.789,46.999,11.816,56,583,144,50.0,"€0,2964/charge ","€0,08/min ",,CHAdeMO,CABLE,Disponível,Disponível
GDM-00027-01,Gondomar,"Praceta Parque Nascente, 35",EDP - EDP Comercial,4.790,47.000,11.817,56,583,144,50.0,"€0,297/charge ","€0,08/min ",,CHAdeMO,CABLE,Disponível,Disponível
GDM-00027-02,Gondomar,"Praceta Parque Nascente, 35",EDP - EDP Comercial,4.790,47.000,11.817,56,583,144,50.0,"€0,297/charge ","€0,08/min ",,CCS,CABLE,Disponível,Disponível
PRT-00073-03,Porto,Rua Henrique Medina,KLC - Atlante,4.868,41.161,10.376,65,583,144,43.0,"€0,2964/charge ","€0,07/min ",,Mennekes,CABLE,Disponível,Disponível
MAI-00022-02,Maia,Rua D. Maria Faria N.Âº 230,KLC - Atlante,4.868,53.437,13.856,46,583,144,60.0,"€0,2964/charge ","€0,01/kWh ","€0,09/min ",CCS,CABLE,Disponível,Disponível
PRT-00155-02,Porto,"Avenida Marechal Gomes da Costa, 855",KLC - Atlante,4.976,58.675,14.696,46,583,144,60.0,"€0,2964/charge ","€0,1/min ",,CCS,CABLE,Disponível,Disponível
VLG-00010-02,Valongo,Rua da Passagem,KLC - Atlante,4.976,58.675,14.696,46,583,144,60.0,"€0,2964/charge ","€0,1/min ",,CCS,CABLE,Disponível,Fora de Serviço
MTS-00027-02,Matosinhos,Rua da Lionesa,HRZ - Power dot,5.074,49.922,12.540,56,583,144,50.0,"€0,3/charge ","€0,085/min ",,CCS,CABLE,Disponível,Disponível
MTS-00027-01,Matosinhos,Rua da Lionesa,HRZ - Power dot,5.074,49.922,12.540,56,583,144,50.0,"€0,3/charge ","€0,085/min ",,CHAdeMO,CABLE,Disponível,Disponível
PRT-00162-03,Porto,R. de O Primeiro de Janeiro,HRZ - Power dot,5.198,44.084,11.100,65,583,144,43.0,"€0,3/charge ","€0,075/min ",,Mennekes,CABLE,Disponível,Em uso
PRT-00163-03,Porto,R. de O Primeiro de Janeiro,HRZ - Power dot,5.198,44.084,11.100,65,583,144,43.0,"€0,3/charge ","€0,075/min ",,Mennekes,CABLE,Disponível,Disponível
PRT-00164-03,Porto,R. de Anselmo Braancamp 329,HRZ - Power dot,5.198,44.084,11.100,65,583,144,43.0,"€0,3/charge ","€0,075/min ",,Mennekes,CABLE,Disponível,Disponível
PRT-00165-03,Porto,R. de Anselmo Braancamp 329,HRZ - Power dot,5.198,44.084,11.100,65,583,144,43.0,"€0,3/charge ","€0,075/min ",,Mennekes,CABLE,Disponível,Disponível
PRT-00166-03,Porto,R. de Anselmo Braancamp 329,HRZ - Power dot,5.198,44.084,11.100,65,583,144,43.0,"€0,3/charge ","€0,075/min ",,Mennekes,CABLE,Disponível,Disponível
PRT-00167-03,Porto,R. de Anselmo Braancamp 329,HRZ - Power dot,5.198,44.084,11.100,65,583,144,43.0,"€0,3/charge ","€0,075/min ",,Mennekes,CABLE,Disponível,Disponível
PRT-00168-03,Porto,R. Sousa Prata 678,HRZ - Power dot,5.198,44.084,11.100,65,583,144,43.0,"€0,3/charge ","€0,075/min ",,Mennekes,CABLE,Disponível,Disponível
PRT-00169-03,Porto,R. Sousa Prata 678,HRZ - Power dot,5.198,44.084,11.100,65,583,144,43.0,"€0,3/charge ","€0,075/min ",,Mennekes,CABLE,Disponível,Disponível
GDM-00004-03,Gondomar,Rua da Boavista,KLC - Atlante,5.224,46.703,11.520,65,583,144,43.0,"€0,08/min ",,,Mennekes,CABLE,Disponível,Disponível
GDM-00015-03,Gondomar,"Rua Dom António de Castro, 243",KLC - Atlante,5.224,46.703,11.520,65,583,144,43.0,"€0,08/min ",,,Mennekes,CABLE,Disponível,Disponível
MAI-00015-03,Maia,Rua Engenheiro Frederico Ulrich,KLC - Atlante,5.224,46.703,11.520,65,583,144,43.0,"€0,08/min ",,,Mennekes,CABLE,Disponível,Disponível
MAI-00018-03,Maia,"Rua Quinta da Palmeira,",KLC - Atlante,5.224,46.703,11.520,65,583,144,43.0,"€0,08/min ",,,Mennekes,CABLE,Disponível,Disponível
MAI-00019-03,Maia,"Rua Senhora da Hora, n,º 108,",KLC - Atlante,5.224,46.703,11.520,65,583,144,43.0,"€0,08/min ",,,Mennekes,CABLE,Disponível,Disponível
MAI-00020-03,Maia,"Rua Avelino Francisco Pereira, nº 55",KLC - Atlante,5.224,46.703,11.520,65,583,144,43.0,"€0,08/min ",,,Mennekes,CABLE,Disponível,Disponível
MTS-00007-03,Matosinhos,Rua Santos Dias,KLC - Atlante,5.224,46.703,11.520,65,583,144,43.0,"€0,08/min ",,,Mennekes,CABLE,Disponível,Disponível
MTS-00035-03,Matosinhos,Rua da Bataria,KLC - Atlante,5.224,46.703,11.520,65,583,144,43.0,"€0,08/min ",,,Mennekes,CABLE,Disponível,Disponível
MTS-00036-03,Matosinhos,Avenida António Domingues dos Santos,KLC - Atlante,5.224,46.703,11.520,65,583,144,43.0,"€0,08/min ",,,Mennekes,CABLE,Disponível,Disponível
PRT-00049-03,Porto,Rua de Agramonte,KLC - Atlante,5.224,46.703,11.520,65,583,144,43.0,"€0,08/min ",,,Mennekes,CABLE,Disponível,Disponível
PRT-00050-03,Porto,Rua Diogo Botelho,KLC - Atlante,5.224,46.703,11.520,65,583,144,43.0,"€0,08/min ",,,Mennekes,CABLE,Disponível,Disponível
PRT-00096-03,Porto,Rua Professor Joaquim Bastos,KLC - Atlante,5.224,46.703,11.520,65,583,144,43.0,"€0,08/min ",,,Mennekes,CABLE,Disponível,Disponível
VNG-00062-03,Vila Nova de Gaia,Rua Doutor Francisco Sá Carneiro,KLC - Atlante,5.224,46.703,11.520,65,583,144,43.0,"€0,08/min ",,,Mennekes,CABLE,Disponível,Disponível
MTS-00016-1,Matosinhos,Av. Fabril do Norte,MLT - Mobiletric,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Disponível
MTS-00017-1,Matosinhos,Av. Fabril do Norte,MLT - Mobiletric,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Disponível
MTS-00025-01,Matosinhos,Makro Matosinhos,GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Em uso
MTS-00025-02,Matosinhos,Makro Matosinhos,GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Disponível
MTS-00026-02,Matosinhos,Makro Matosinhos,GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Disponível
MTS-00026-01,Matosinhos,Makro Matosinhos,GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Disponível
MTS-00041-01,Matosinhos,Rua Fonte das Sete Bicas,GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Disponível
MTS-00041-02,Matosinhos,Rua Fonte das Sete Bicas,GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Disponível
MTS-00055-02,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Em uso
MTS-00055-01,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Disponível
MTS-00057-01,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Disponível
MTS-00057-02,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Em uso
MTS-00058-02,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Disponível
MTS-00058-01,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Disponível
MTS-00059-02,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Disponível
MTS-00059-01,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Em uso
MTS-00060-01,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Disponível
MTS-00060-02,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Em uso
MTS-00061-02,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Em uso
MTS-00061-01,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Disponível
MTS-00062-01,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Disponível
MTS-00062-02,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Disponível
MTS-00063-02,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Disponível
MTS-00063-01,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Disponível
MTS-00064-02,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Disponível
MTS-00064-01,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Disponível
MTS-00065-02,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Disponível
MTS-00065-01,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Disponível
MTS-00066-01,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Disponível
MTS-00066-02,Matosinhos,Av. Dr. Óscar Lopes,GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00062-02,Porto,Avenida da Boavista 171,MLT - Mobiletric,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00062-01,Porto,Avenida da Boavista 171,MLT - Mobiletric,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00108-1,Porto,Rua de Sá da Bandeira,GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00109-1,Porto,Rua de Sá da Bandeira,GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00110-1,Porto,Rua da Pasteleira,MLT - Mobiletric,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00111-1,Porto,Rua da Pasteleira,MLT - Mobiletric,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00113-1,Porto,Rua da Pasteleira,MLT - Mobiletric,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00116-01,Porto,Estrada da Circunvalação,GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00116-02,Porto,Estrada da Circunvalação,GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00123-02,Porto,Praça do Bom Sucesso 123,GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00123-01,Porto,Praça do Bom Sucesso 123,GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Em uso
PRT-00124-02,Porto,Praça do Bom Sucesso 123,GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00124-01,Porto,Praça do Bom Sucesso 123,GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00170-01,Porto,Avenida da Boavista 171,GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Disponível
PRT-00170-02,Porto,Avenida da Boavista 171,GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Disponível
VNG-00037-01,Vila Nova de Gaia,Makro Vila Nova de Gaia,GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Em uso
VNG-00037-02,Vila Nova de Gaia,Makro Vila Nova de Gaia,GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Disponível
VNG-00075-02,Vila Nova de Gaia,"Rua Diogo Macedo, 220",GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Disponível
VNG-00075-01,Vila Nova de Gaia,"Rua Diogo Macedo, 220",GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Disponível
VNG-00076-02,Vila Nova de Gaia,"Rua Diogo Macedo, 220",GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Disponível
VNG-00076-01,Vila Nova de Gaia,"Rua Diogo Macedo, 220",GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,SOCKET,Disponível,Disponível
VNG-00077-02,Vila Nova de Gaia,Rua de Serpa Pinto 124,GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,CABLE,Disponível,Disponível
VNG-00077-01,Vila Nova de Gaia,Rua de Serpa Pinto 124,GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,CABLE,Disponível,Disponível
VNG-00078-02,Vila Nova de Gaia,Rua de Serpa Pinto 124,GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,CABLE,Disponível,Disponível
VNG-00078-01,Vila Nova de Gaia,Rua de Serpa Pinto 124,GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,CABLE,Disponível,Disponível
VNG-00079-01,Vila Nova de Gaia,Rua de Serpa Pinto 124,GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,CABLE,Disponível,Disponível
VNG-00079-02,Vila Nova de Gaia,Rua de Serpa Pinto 124,GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,CABLE,Disponível,Fora de Serviço
VNG-00080-01,Vila Nova de Gaia,Rua de Serpa Pinto 124,GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,CABLE,Disponível,Disponível
VNG-00080-02,Vila Nova de Gaia,Rua de Serpa Pinto 124,GLP - Galp,5.239,23.028,5.877,127,583,144,22.0,"€0,2608/charge ","€0,039/min ",,Mennekes,CABLE,Disponível,Disponível
PRT-00134-01,Porto,RUA JOSE GOMES FERREIRA 10 LT,KLC - Atlante,5.254,52.741,13.160,56,583,144,50.0,"€0,2/charge ","€0,09/min ",,CHAdeMO,CABLE,Disponível,Disponível
PRT-00134-02,Porto,RUA JOSE GOMES FERREIRA 10 LT,KLC - Atlante,5.254,52.741,13.160,56,583,144,50.0,"€0,2/charge ","€0,09/min ",,CCS,CABLE,Disponível,Disponível
MTS-00083-01,Matosinhos,R. Dr. Manuel Rodrigues de Sousa 92,KLC - Atlante,5.351,52.837,13.256,56,583,144,50.0,"€0,2964/charge ","€0,09/min ",,CHAdeMO,CABLE,Disponível,Disponível
MTS-00084-01,Matosinhos,R. Dr. Manuel Rodrigues de Sousa 92,KLC - Atlante,5.351,52.837,13.256,56,583,144,50.0,"€0,2964/charge ","€0,09/min ",,CHAdeMO,CABLE,Disponível,Disponível
MTS-00085-01,Matosinhos,R. Dr. Manuel Rodrigues de Sousa 92,KLC - Atlante,5.351,52.837,13.256,56,583,144,50.0,"€0,2964/charge ","€0,09/min ",,CHAdeMO,CABLE,Disponível,Disponível
VLG-00015-01,Valongo,"Lugar Campo Barreiro, SusÃ£o, R. Dom Pedro IV",KLC - Atlante,5.351,52.837,13.256,56,583,144,50.0,"€0,2964/charge ","€0,09/min ",,CHAdeMO,CABLE,Disponível,Disponível
