"UID DA TOMADA","CIDADE","MORADA","OPERADOR","TYPE2 7kW Custo €","Duração (minutos) até 7kW","TARIFA 1","TARIFA 2","TARIFA 3","POTÊNCIA DA TOMADA (kW)","FORMATO DA TOMADA","ESTADO DA TOMADA"
PRT-00166-03,Porto,R. de Anselmo Braancamp 329,HRZ - Power dot,"44.084","0","€0,3/charge ","€0,075/min ","","43",CABLE,Disponível
PRT-00168-03,Porto,R. Sousa Prata 678,HRZ - Power dot,"44.084","0","€0,3/charge ","€0,075/min ","","43",CABLE,Disponível
PRT-00169-03,Porto,R. Sousa Prata 678,HRZ - Power dot,"44.084","0","€0,3/charge ","€0,075/min ","","43",CABLE,Disponível
PTM-00031-03,Portimão,R. de São Pedro 72,EDP - EDP Comercial,"46.416","0","€0,297/charge ","€0,079/min ","","22",CABLE,Disponível
ABF-00016-03,Albufeira,Estrada dos Caliços,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
ABT-00004-01,Abrantes,Avenida Dom João I,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
ACB-00004-01,Alcobaça,Estrada Nacional 8/6,KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Disponível
ACH-00007-03,Alcochete,Lagoa do Láparo,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
ACN-00005-01,Alcanena,"Avenida Ilha do Sal,",KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Disponível
AGN-00002-03,Arganil,Rua Comendador Saúl Brandão,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
ALM-00033-01,Almada,"Centro Cívico do Pragal, Rua Abel Salazar",KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Em uso
ALM-00044-01,Almada,E.N. 377-1 – Monte da CaparIca (UNL),KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Disponível
ALM-00045-01,Almada,"Rua Quinta do Salgado, n.º 14",KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Disponível
ALQ-00006-03,Alenquer,EN1 (Variante Álvaro Pedro) nº 2,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
ALR-00003-03,Almeirim,Rua do Matadouro Novo,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
AMD-00026-03,Amadora,"Estrada da Ponte, Lote 4",KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
AMD-00049-01,Amadora,"Rua João de Deus, n.º 5",KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Em uso
ARV-00007-01,Arruda dos Vinhos,"Estrada Nacional 248, km 18,5",KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Disponível
AVR-00013-03,Aveiro,Estrada Nacional 109,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
BCL-00012-03,Barcelos,Rua Filipa Borges,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
BGC-00005-03,Bragança,Rua Doutor Alexandre Faria,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
BJA-00012-03,Beja,Variante à Estrada Nacional,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
BJA-00015-02,Beja,Herdade da Malhadinha Nova 7800-601 Albernoa,LUZ - Luz i Gás,"46.703","0","€0,08/min ","","","22",CABLE,Disponível
BJA-00015-01,Beja,Herdade da Malhadinha Nova 7800-601 Albernoa,LUZ - Luz i Gás,"46.703","0","€0,08/min ","","","22",CABLE,Disponível
BJA-00016-01,Beja,Herdade da Malhadinha Nova 7800-601 Albernoa,LUZ - Luz i Gás,"46.703","0","€0,08/min ","","","22",CABLE,Disponível
BJA-00016-02,Beja,Herdade da Malhadinha Nova 7800-601 Albernoa,LUZ - Luz i Gás,"46.703","0","€0,08/min ","","","22",CABLE,Disponível
BNV-00006-01,Benavente,Rua 25 de Abril – E.N. 118,KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Em uso
BRG-00004-03,Braga,Rua Américo Rodrigues Barbosa,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Em uso
BRG-00076-01,Braga,Avenida Robert Smith,KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Em uso
BRG-00077-01,Braga,"Av. da Imaculada Conceição,",KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Disponível
BRR-00006-03,Barreiro,Rua Miguel Bombarda,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
BRR-00033-01,Barreiro,Av. da Escola dos Fuzileiros Navais (Sul),KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Disponível
CBR-00019-03,Coimbra,Rua Doutor Manuel Almeida e Sousa,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
CBR-00074-01,Coimbra,"Rua do Lagar, Lote 1",KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Disponível
CLD-00015-03,Caldas da Rainha,Rua São João de Deus,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
CNT-00009-03,Cantanhede,Av. Professor Aníbal de Oliveira – EN 234,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
CSC-00018-03,Cascais,Estrada Nacional,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
CSC-00067-03,Cascais,Rua João Villaret,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Em uso
CSC-00072-01,Cascais,Rua Manuel Vieira Rosa,KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Em uso
CSC-00097-01,Cascais,"Avenida da República, nº 2562",KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Em uso
CSC-00102-01,Cascais,"Rua da Torre, n.º 831 – Guia",KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Fora de Serviço
CTB-00014-03,Castelo Branco,Avenida Professor Doutor Egas Moniz,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
CTX-00002-01,Cartaxo,Rua do Progresso,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Em uso
ELV-00004-03,Elvas,Avenida de Badajoz,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
ESP-00002-03,Espinho,Rua 43,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Em uso
ETR-00005-03,Estarreja,Rua Alexandre Miranda,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
ETZ-00010-03,Estremoz,Estrada Nacional n.º 18,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
EVR-00017-03,Évora,Rua Horta das Figueiras,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
FAR-00010-03,Faro,Avenida Calouste Gulbenkian,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
FIG-00006-03,Figueira da Foz,Rua Celulose de Billerud,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
FLG-00003-03,Felgueiras,Estrada Nacional 15,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
GDL-00004-03,Grândola,Rua Dom Nuno Alvares Pereira,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
GDM-00015-03,Gondomar,"Rua Dom António de Castro, 243",KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
GDM-00028-01,Gondomar,"Rua Dr. Carlos Moura Guedes (UA: 276),",KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Disponível
GMR-00037-03,Guimarães,Rua de Ardão,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
GMR-00041-03,Guimarães,"Rua da Arcela, n,º 2064",KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
GRD-00011-03,Guarda,Estrada do Rio Diz,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
GVA-00002-03,Gouveia,Estrada Nacional n.º 232,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
LGA-00007-03,Lagoa (Algarve),Rua Foz do Arade,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
LGS-00010-03,Lagos,Avenida da República,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Em uso
LLE-00040-03,Loulé,Av. Prof. Doutor Aníbal António Cavaco Silva,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
LNH-00003-01,Lourinhã,"Av. António José de Almeida (EN 247), nº 49",KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Disponível
LRA-00021-03,Leiria,Rua Vale de Lobos,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
LRA-00060-01,Leiria,Avenida 25 de Abril – Bairro de São Francisco,KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Disponível
LRS-00035-03,Loures,Quinta São João das Areias,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
LRS-00054-01,Loures,Rua 28 de Setembro,KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Disponível
LRS-00062-03,Loures,Rua Dom Pedro V,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
LRS-00065-01,Loures,"Rua Vasco da Gama, nº 2 - Quinta da Vitória",KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Disponível
LSB-00008-03,Lisboa,Rua Cidade de Bolama,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
LSB-00302-03,Lisboa,"Avenida Infante Dom Henrique, Lotes 17 e 18",KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Em uso
LSB-00303-03,Lisboa,"Rua Bispo de Coxim, Nº1",KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
MAI-00015-03,Maia,Rua Engenheiro Frederico Ulrich,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
MAI-00018-03,Maia,"Rua Quinta da Palmeira,",KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
MAI-00019-03,Maia,"Rua Senhora da Hora, n,º 108,",KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
MAI-00020-03,Maia,"Rua Avelino Francisco Pereira, nº 55",KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
MCD-00002-01,Macedo de Cavaleiros,Rua Viriato Martins,KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Disponível
MCN-00003-01,Marco de Canaveses,Largo da Feira,KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Disponível
MDL-00002-03,Mirandela,Lugar da Quinta Branca,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
MFR-00016-01,Mafra,"Estrada Nacional n.º 116, KM 1",KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
MFR-00023-01,Mafra,"Rua Casal das Queimadas,",KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Disponível
MLD-00003-03,Mealhada,Rua das Padeiras da Mealhada,KLC - Atlante,"46.703","0","€0,08/min ","","","43",SOCKET,Disponível
MMN-00009-01,Montemor-o-Novo,"Rua Curvo Semedo, Loteamento do Terrado, lt 1",KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Disponível
MMV-00003-03,Montemor-o-Velho,"Vale do Louro, Loteamento 4/90, Lote C",KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
MNC-00002-03,Monção,"Estrada Nacional n.º 101, km 16",KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
MTA-00003-03,Moita,Quinta das Vargas,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
MTJ-00020-03,Montijo,"Avenida de Olivença, Corte das Cheias",KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
MTS-00007-03,Matosinhos,Rua Santos Dias,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
MTS-00035-03,Matosinhos,Rua da Bataria,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
MTS-00036-03,Matosinhos,Avenida António Domingues dos Santos,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
MTS-00105-01,Matosinhos,"Rua Eng.º António Costa Reis, 302/494",KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Disponível
NLS-00002-01,Nelas,Av. Doutor Fortunato de Almeida,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Fora de Serviço
ODV-00010-03,Odivelas,"Rua Soares dos Reis, Lote 42",KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
ODV-00013-03,Odivelas,Avenida das Acácias,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
OER-00067-03,Oeiras,Estrada de Paço de Arcos,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Em uso
OER-00122-01,Oeiras,"Avenida 25 de Abril, n.º 21 B",KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Disponível
OER-00133-01,Oeiras,"Rua João Chagas, n.º 130, loja A,",KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Disponível
OHP-00005-01,Oliveira do Hospital,Rotunda do Empresário - Zona Industrial,KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Disponível
OLH-00003-03,Olhão,Estrada Nacional Nº125,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
PBL-00014-01,Pombal,"Estrada de Ansião,",KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Disponível
PLM-00012-01,Palmela,"Estrada Nacional n,º 379, km 34,9 - Lages",KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Disponível
PLM-00013-01,Palmela,Vilas do Terrim,KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Disponível
PNF-00016-03,Penafiel,Rua do Sameiro – Circular Sul de Penafiel,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
PRT-00049-03,Porto,Rua de Agramonte,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
PRT-00050-03,Porto,Rua Diogo Botelho,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
PRT-00091-03,Porto,Rua Diamantina,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
PRT-00096-03,Porto,Rua Professor Joaquim Bastos,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
PRT-00147-01,Porto,"Estrada da Circunvalação, n.º 13941 a 13975",KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Disponível
PTG-00011-03,Portalegre,Avenida da Estremadura Espanhola,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
PTM-00022-01,Portimão,Barranco do Rodrigo – V7,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
PVZ-00021-01,Póvoa de Varzim,"Rua Eng.º Ezequiel de Campos,",KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Disponível
RMR-00004-01,Rio Maior,"Avenida Doutor Mário Soares, Lugar do Gato",KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Disponível
RMZ-00005-01,Reguengos de Monsaraz,"Via do Grande Lago, n.º 25",KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Disponível
SBA-00003-03,São Brás de Alportel,Estrada Nacional 2,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
SEI-00003-03,Seia,Avenida Terras de Sena,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
SLV-00006-03,Silves,Via Dorsal de Armação de Pêra,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Em uso
SMG-00006-01,Salvaterra de Magos,"Estrada Nacional n,º 118,",KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Disponível
SNS-00010-01,Sines,Avenida da Trindade,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
SNT-00047-01,Sintra,Rua da Bela Vista – Alto da Bela Vista,KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Em uso
SNT-00048-01,Sintra,Avenida Pedro Alvares Cabral,KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Disponível
SNT-00049-01,Sintra,Avenida de Lisboa e Avenida da Dinamarca,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Fora de Serviço
SNT-00078-01,Sintra,"Avenida da Liberdade, n.º 151",KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
SNT-00099-01,Sintra,"Rua da Chamuscada, n.º 6",KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Disponível
SNT-00100-01,Sintra,Casal Vale do Milho - Quinta da Cavaleira,KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Disponível
SNT-00101-01,Sintra,"Avenida 29 de Agosto, n.º 80,",KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Disponível
SPS-00002-03,São Pedro do Sul,Avenida da Ponte,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
SRP-00003-03,Serpa,Circular Interna de Serpa,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Em uso
SSB-00005-01,Sesimbra,Urbanização Cova dos Vidros,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
SSB-00011-01,Sesimbra,Avenida João Paulo II,KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Disponível
STB-00018-01,Setúbal,Avenida de Moçambique,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
STB-00028-01,Setúbal,"Estrada de Algeruz, 2910-279 Setúbal",KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
STB-00029-01,Setúbal,"Rua José da Silva Xavier, lote 41,",KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Disponível
STC-00005-03,Santiago do Cacém,Rua do Mercado 1,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
STS-00013-01,Santo Tirso,Calçada da Azenha do Pisco,KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Disponível
SXL-00005-03,Seixal,"Avenida dos Resistentes Antifascistas, Nº60",KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
SXL-00011-03,Seixal,Rua da República,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Fora de Serviço
SXL-00015-01,Seixal,Avenida do Mar,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
SXL-00021-01,Seixal,"Avenida Albano Narciso Pereira,",KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Disponível
SXL-00038-01,Seixal,"Avenida Baia Natural do Seixal,",KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Em uso
TBU-00003-01,Tábua,"Quinta de Fora,",KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
TMR-00005-01,Tomar,Rua de Coimbra,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
TNV-00009-01,Torres Novas,"Estrada de Várzea,",KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Disponível
TVD-00020-01,Torres Vedras,Avenida António Augusto Cabral,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
TVR-00011-03,Tavira,Largo de Santo Amaro Armazém Quimigal,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
VCD-00007-03,Vila do Conde,Avenida Júlio Graça,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Em uso
VCT-00014-03,Viana do Castelo,Rua Arriscado Queirós,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
VCT-00038-01,Viana do Castelo,"Rua Eça de Queirós, n.º 111",KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Disponível
VFR-00006-03,Santa Maria da Feira,Rua Vale de Santo André,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
VFX-00013-03,Vila Franca de Xira,"Caminho Municipal 1237, Nº 2",KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
VFX-00019-03,Vila Franca de Xira,Rua Professor Egas Moniz,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
VFX-00031-01,Vila Franca de Xira,"Rua de Santa Maria, 2-2A",KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Disponível
VGS-00004-03,Vagos,Rua Cândido dos Reis,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
VIS-00006-03,Viseu,Rua APPACDM,KLC - Atlante,"46.703","0","€0,08/min ","","","43",SOCKET,Disponível
VIS-00011-03,Viseu,Rua António Augusto Ferreira,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
VLG-00016-01,Valongo,"Rua Professor Joaquim Teixeira, n.º 41/71",KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Disponível
VLG-00018-01,Valongo,Rua Fonseca Dias,KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Disponível
VLG-00020-01,Valongo,Rua 1.º de Maio – São Vicente de Alfena,KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Disponível
VLN-00003-03,Valença,Avenida Doutor Tito Fontes,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
VND-00003-03,Vendas Novas,Rua do Polígono,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
VND-00005-03,Vendas Novas,Rua São João de Deus nº 2,"VEI - Veimonte – Comércio de Veículos de Montemor, Lda","46.703","0","€0,08/min ","","","43",CABLE,Disponível
VNF-00010-03,Vila Nova de Famalicão,Estrada Nacional 206,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
VNF-00019-03,Vila Nova de Famalicão,Estrada Nacional n.º 14,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
VNF-00022-01,Vila Nova de Famalicão,Avenida Engenheiro Pinheiro Braga,KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Disponível
VNG-00047-03,Vila Nova de Gaia,Largo das Alminhas das Barrancas,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
VNG-00061-03,Vila Nova de Gaia,Rua 14 de Outubro,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
VNG-00062-03,Vila Nova de Gaia,Rua Doutor Francisco Sá Carneiro,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
VNG-00071-01,Vila Nova de Gaia,"Rua Nova de Alvites, n,º 231,",KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Disponível
VNG-00109-01,Vila Nova de Gaia,"Avenida dos Descobrimentos,",KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Em uso
VNG-00110-01,Vila Nova de Gaia,"Av. Vasco da Gama – E.N. 222, km 5,9",KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Disponível
VRL-00009-03,Vila Real,Avenida da Universidade,KLC - Atlante,"46.703","0","€0,08/min ","","","43",CABLE,Disponível
VRM-00004-01,Vieira do Minho,"Avenida João da Torre – Lugar de Sobreiro,",KLC - Atlante,"46.703","0","€0,08/min ","","","22",CABLE,Disponível
