"UID DA TOMADA","CIDADE","MORADA","OPERADOR","TYPE2 7kW Custo €","Duração (minutos) até 7kW","TARIFA 1","TARIFA 2","TARIFA 3","POTÊNCIA DA TOMADA (kW)","FORMATO DA TOMADA","ESTADO DA TOMADA"
LSB-00441-1,Lisboa,"Rua S. Bento, 209 a 215",MAK - Maksu,"17.514","0","€0,03/min ","","","22",SOCKET,Disponível
LSB-00443-1,Lisboa,"Rua S. Bento, 209 a 215",MAK - Maksu,"17.514","0","€0,03/min ","","","22",SOCKET,Disponível
MDB-00002-01,Mondim de Basto,"Monte da Paradela, S/N",CIR - Circuitos Energy Solutions,"17.514","0","€0,03/min ","","","22",SOCKET,Disponível
MDB-00002-02,Mondim de Basto,"Monte da Paradela, S/N",CIR - Circuitos Energy Solutions,"17.514","0","€0,03/min ","","","22",CABLE,Em uso
PRD-00005-02,Paredes,Rua Central de Mouriz,CIR - Circuitos Energy Solutions,"17.514","0","€0,03/min ","","","22",CABLE,Disponível
PRD-00005-01,Paredes,Rua Central de Mouriz,CIR - Circuitos Energy Solutions,"17.514","0","€0,03/min ","","","22",CABLE,Disponível
PRD-00016-01,Paredes,Rua José Mendes Moreira,CIR - Circuitos Energy Solutions,"17.514","0","€0,03/min ","","","22",SOCKET,Disponível
PRD-00016-02,Paredes,Rua José Mendes Moreira,CIR - Circuitos Energy Solutions,"17.514","0","€0,03/min ","","","22",SOCKET,Disponível
PRT-00053-1,Porto,Praça D. João I,MAK - Maksu,"17.514","0","€0,03/min ","","","22",SOCKET,Disponível
PRT-00054-1,Porto,Praça D. João I,MAK - Maksu,"17.514","0","€0,03/min ","","","22",SOCKET,Disponível
PRT-00055-1,Porto,Praça D. João I,MAK - Maksu,"17.514","0","€0,03/min ","","","22",SOCKET,Disponível
PRT-00056-1,Porto,Praça D. João I,MAK - Maksu,"17.514","0","€0,03/min ","","","22",SOCKET,Disponível
PRT-00059-1,Porto,Avenida da Boavista,MAK - Maksu,"17.514","0","€0,03/min ","","","22",SOCKET,Disponível
PRT-00060-1,Porto,Avenida da Boavista,MAK - Maksu,"17.514","0","€0,03/min ","","","22",SOCKET,Disponível
PRT-00061-1,Porto,Avenida da Boavista,MAK - Maksu,"17.514","0","€0,03/min ","","","22",SOCKET,Disponível
PRT-00129-1,Porto,Estacionamento Mota-Galiza,MAK - Maksu,"17.514","0","€0,03/min ","","","22",SOCKET,Disponível
PRT-00130-1,Porto,Estacionamento Mota-Galiza,MAK - Maksu,"17.514","0","€0,03/min ","","","22",SOCKET,Disponível
PRT-00131-1,Porto,Estacionamento Mota-Galiza,MAK - Maksu,"17.514","0","€0,03/min ","","","22",SOCKET,Disponível
PVZ-00013-1,Póvoa de Varzim,Estacionamento Praça do Almada,MAK - Maksu,"17.514","0","€0,03/min ","","","22",SOCKET,Disponível
PVZ-00014-1,Póvoa de Varzim,Estacionamento Praça do Almada,MAK - Maksu,"17.514","0","€0,03/min ","","","22",SOCKET,Disponível
PVZ-00015-1,Póvoa de Varzim,Estacionamento Praça do Almada,MAK - Maksu,"17.514","0","€0,03/min ","","","22",SOCKET,Disponível
RBR-00002-01,Ribeira Brava,Rua Comandante Agostinho de Sousa Macedo,FAC - Factor Energia,"17.514","0","€0,03/min ","","","22",SOCKET,Disponível
RBR-00002-02,Ribeira Brava,Rua Comandante Agostinho de Sousa Macedo,FAC - Factor Energia,"17.514","0","€0,03/min ","","","22",SOCKET,Disponível
SLV-00005-2,Silves,Pestana Golf Resort Silves,"VEI - Veimonte – Comércio de Veículos de Montemor, Lda","17.514","0","€0,03/min ","","","22",SOCKET,Disponível
SLV-00005-1,Silves,Pestana Golf Resort Silves,"VEI - Veimonte – Comércio de Veículos de Montemor, Lda","17.514","0","€0,03/min ","","","22",SOCKET,Disponível
VBP-00006-01,Vila do Bispo,Rua da Escola das Cercas Velhas,HRZ - Power dot,"17.514","0","€0,03/min ","","","22",SOCKET,Disponível
VBP-00006-02,Vila do Bispo,Rua da Escola das Cercas Velhas,HRZ - Power dot,"17.514","0","€0,03/min ","","","22",SOCKET,Disponível
VNG-00048-1,Vila Nova de Gaia,Rua General Torres,MAK - Maksu,"17.514","0","€0,03/min ","","","22",SOCKET,Disponível
VNG-00050-1,Vila Nova de Gaia,Rua General Torres,MAK - Maksu,"17.514","0","€0,03/min ","","","22",SOCKET,Disponível
VNG-00051-1,Vila Nova de Gaia,Rua Álvares Cabral,MAK - Maksu,"17.514","0","€0,03/min ","","","22",SOCKET,Disponível
VNG-00052-1,Vila Nova de Gaia,Rua Álvares Cabral,MAK - Maksu,"17.514","0","€0,03/min ","","","22",SOCKET,Disponível
VNG-00053-1,Vila Nova de Gaia,Rua Álvares Cabral,MAK - Maksu,"17.514","0","€0,03/min ","","","22",SOCKET,Disponível
FUN-00004-1,Funchal,Rua Imperatriz D Amelia,MLT - Mobiletric,"17.661","0","€0,2608/charge ","€0,029/min ","","7,2",SOCKET,Disponível
LSB-00263-02,Lisboa,Rua da Alfândega,EML - EMEL,"17.676","0","€0,1/kWh (22h-8h)","€0,02/min (8h-22h)","","7,4",SOCKET,Disponível
LSB-00263-01,Lisboa,Rua da Alfândega,EML - EMEL,"17.676","0","€0,1/kWh (22h-8h)","€0,02/min (8h-22h)","","7,4",SOCKET,Disponível
LSB-00289-02,Lisboa,Rua da Verónica,EML - EMEL,"17.676","0","€0,1/kWh (22h-8h)","€0,02/min (8h-22h)","","7,4",SOCKET,Disponível
LSB-00289-01,Lisboa,Rua da Verónica,EML - EMEL,"17.676","0","€0,1/kWh (22h-8h)","€0,02/min (8h-22h)","","7,4",SOCKET,Disponível
LSB-00290-01,Lisboa,Rua da Verónica,EML - EMEL,"17.676","0","€0,1/kWh (22h-8h)","€0,02/min (8h-22h)","","7,4",SOCKET,Disponível
LSB-00290-02,Lisboa,Rua da Verónica,EML - EMEL,"17.676","0","€0,1/kWh (22h-8h)","€0,02/min (8h-22h)","","7,4",SOCKET,Disponível
LSB-00291-01,Lisboa,Rua Manuel Gouveia,EML - EMEL,"17.676","0","€0,1/kWh (22h-8h)","€0,02/min (8h-22h)","","7,4",SOCKET,Disponível
LSB-00291-02,Lisboa,Rua Manuel Gouveia,EML - EMEL,"17.676","0","€0,1/kWh (22h-8h)","€0,02/min (8h-22h)","","7,4",SOCKET,Disponível
LSB-00292-02,Lisboa,Rua Manuel Gouveia,EML - EMEL,"17.676","0","€0,1/kWh (22h-8h)","€0,02/min (8h-22h)","","7,4",SOCKET,Disponível
LSB-00292-01,Lisboa,Rua Manuel Gouveia,EML - EMEL,"17.676","0","€0,1/kWh (22h-8h)","€0,02/min (8h-22h)","","7,4",SOCKET,Disponível
LSB-00293-02,Lisboa,Rua Manuel Gouveia,EML - EMEL,"17.676","0","€0,1/kWh (22h-8h)","€0,02/min (8h-22h)","","7,4",SOCKET,Em uso
LSB-00293-01,Lisboa,Rua Manuel Gouveia,EML - EMEL,"17.676","0","€0,1/kWh (22h-8h)","€0,02/min (8h-22h)","","7,4",SOCKET,Disponível
LSB-00294-02,Lisboa,Rua Manuel Gouveia,EML - EMEL,"17.676","0","€0,1/kWh (22h-8h)","€0,02/min (8h-22h)","","7,4",SOCKET,Disponível
LSB-00294-01,Lisboa,Rua Manuel Gouveia,EML - EMEL,"17.676","0","€0,1/kWh (22h-8h)","€0,02/min (8h-22h)","","7,4",SOCKET,Em uso
LSB-00295-01,Lisboa,Rua Manuel Gouveia,EML - EMEL,"17.676","0","€0,1/kWh (22h-8h)","€0,02/min (8h-22h)","","7,4",SOCKET,Disponível
LSB-00295-02,Lisboa,Rua Manuel Gouveia,EML - EMEL,"17.676","0","€0,1/kWh (22h-8h)","€0,02/min (8h-22h)","","7,4",SOCKET,Disponível
LSB-00392-01,Lisboa,Rua Correia Teles,EML - EMEL,"17.676","0","€0,1/kWh (22h-8h)","€0,02/min (8h-22h)","","7,4",SOCKET,Disponível
LSB-00392-02,Lisboa,Rua Correia Teles,EML - EMEL,"17.676","0","€0,1/kWh (22h-8h)","€0,02/min (8h-22h)","","7,4",SOCKET,Disponível
LSB-00405-02,Lisboa,Calçada do Marquês de Tancos 18,EML - EMEL,"17.676","0","€0,1/kWh (22h-8h)","€0,02/min (8h-22h)","","22",SOCKET,Disponível
LSB-00405-01,Lisboa,Calçada do Marquês de Tancos 18,EML - EMEL,"17.676","0","€0,1/kWh (22h-8h)","€0,02/min (8h-22h)","","22",SOCKET,Disponível
LSB-00406-01,Lisboa,Calçada do Marquês de Tancos 18,EML - EMEL,"17.676","0","€0,1/kWh (22h-8h)","€0,02/min (8h-22h)","","22",SOCKET,Disponível
LSB-00406-02,Lisboa,Calçada do Marquês de Tancos 18,EML - EMEL,"17.676","0","€0,1/kWh (22h-8h)","€0,02/min (8h-22h)","","22",SOCKET,Disponível
LSB-00407-02,Lisboa,Calçada do Marquês de Tancos 18,EML - EMEL,"17.676","0","€0,1/kWh (22h-8h)","€0,02/min (8h-22h)","","22",SOCKET,Disponível
LSB-00407-01,Lisboa,Calçada do Marquês de Tancos 18,EML - EMEL,"17.676","0","€0,1/kWh (22h-8h)","€0,02/min (8h-22h)","","22",SOCKET,Disponível
LSB-00455-02,Lisboa,Avenida Machado Santos,EML - EMEL,"17.676","0","€0,1/kWh (22h-8h)","€0,02/min (8h-22h)","","7,4",CABLE,Disponível
LSB-00455-01,Lisboa,Avenida Machado Santos,EML - EMEL,"17.676","0","€0,1/kWh (22h-8h)","€0,02/min (8h-22h)","","7,4",CABLE,Em uso
LSB-00456-02,Lisboa,Avenida Machado Santos,EML - EMEL,"17.676","0","€0,1/kWh (22h-8h)","€0,02/min (8h-22h)","","7,4",CABLE,Disponível
LSB-00456-01,Lisboa,Avenida Machado Santos,EML - EMEL,"17.676","0","€0,1/kWh (22h-8h)","€0,02/min (8h-22h)","","7,4",CABLE,Disponível
HRT-00003-02,Horta,"Estrada Regional 1-1.ª, Praça",SEG - Segma,"17.679","0","€0,1657/charge ","€0,03/min ","","22",SOCKET,Disponível
HRT-00003-01,Horta,"Estrada Regional 1-1.ª, Praça",SEG - Segma,"17.679","0","€0,1657/charge ","€0,03/min ","","22",SOCKET,Disponível
LAG-00001-01,Lagoa (Açores),Rua Agente Técnico João Mota Amaral,SEG - Segma,"17.679","0","€0,1657/charge ","€0,03/min ","","22",SOCKET,Em uso
LAG-00001-02,Lagoa (Açores),Rua Agente Técnico João Mota Amaral,SEG - Segma,"17.679","0","€0,1657/charge ","€0,03/min ","","22",SOCKET,Disponível
LGP-00001-02,Lajes do Pico,Rua Capitão-Mor Garcia Gonçalves Madruga,SEG - Segma,"17.679","0","€0,1657/charge ","€0,03/min ","","22",SOCKET,Disponível
LGP-00001-01,Lajes do Pico,Rua Capitão-Mor Garcia Gonçalves Madruga,SEG - Segma,"17.679","0","€0,1657/charge ","€0,03/min ","","22",SOCKET,Disponível
PDL-00007-01,Ponta Delgada,Avenida D. Manuel I,SEG - Segma,"17.679","0","€0,1657/charge ","€0,03/min ","","22",SOCKET,Disponível
PDL-00007-02,Ponta Delgada,Avenida D. Manuel I,SEG - Segma,"17.679","0","€0,1657/charge ","€0,03/min ","","22",SOCKET,Em uso
PVC-00003-02,Povoação,Praça do Município,SEG - Segma,"17.679","0","€0,1657/charge ","€0,03/min ","","22",SOCKET,Disponível
PVC-00003-01,Povoação,Praça do Município,SEG - Segma,"17.679","0","€0,1657/charge ","€0,03/min ","","22",SOCKET,Disponível
RGR-00003-02,Ribeira Grande,"Recinto da Feira, Campo de Santana",SEG - Segma,"17.679","0","€0,1657/charge ","€0,03/min ","","22",SOCKET,Disponível
RGR-00003-01,Ribeira Grande,"Recinto da Feira, Campo de Santana",SEG - Segma,"17.679","0","€0,1657/charge ","€0,03/min ","","22",SOCKET,Disponível
SCG-00002-01,Santa Cruz da Graciosa,"Rua Engenheiro Manuel Rodrigues Miranda, 11",SEG - Segma,"17.679","0","€0,1657/charge ","€0,03/min ","","22",SOCKET,Disponível
SCG-00002-02,Santa Cruz da Graciosa,"Rua Engenheiro Manuel Rodrigues Miranda, 11",SEG - Segma,"17.679","0","€0,1657/charge ","€0,03/min ","","22",SOCKET,Disponível
SRQ-00001-01,São Roque do Pico,Alameda 10 de Novembro de 1542,SEG - Segma,"17.679","0","€0,1657/charge ","€0,03/min ","","22",SOCKET,Disponível
SRQ-00001-02,São Roque do Pico,Alameda 10 de Novembro de 1542,SEG - Segma,"17.679","0","€0,1657/charge ","€0,03/min ","","22",SOCKET,Disponível
VFC-00001-02,Vila Franca do Campo,Rua Teófilo Braga,SEG - Segma,"17.679","0","€0,1657/charge ","€0,03/min ","","22",SOCKET,Disponível
VFC-00001-01,Vila Franca do Campo,Rua Teófilo Braga,SEG - Segma,"17.679","0","€0,1657/charge ","€0,03/min ","","22",SOCKET,Disponível
VPT-00002-02,Vila do Porto,Praia Formosa,SEG - Segma,"17.679","0","€0,1657/charge ","€0,03/min ","","22",SOCKET,Disponível
VPT-00002-01,Vila do Porto,Praia Formosa,SEG - Segma,"17.679","0","€0,1657/charge ","€0,03/min ","","22",SOCKET,Fora de Serviço
VPT-00003-01,Vila do Porto,Rua Dr. Luís Bettencourt,SEG - Segma,"17.679","0","€0,1657/charge ","€0,03/min ","","22",SOCKET,Fora de Serviço
VPT-00003-02,Vila do Porto,Rua Dr. Luís Bettencourt,SEG - Segma,"17.679","0","€0,1657/charge ","€0,03/min ","","22",SOCKET,Disponível
VPT-00004-01,Vila do Porto,Rua Cotovelo,SEG - Segma,"17.679","0","€0,1657/charge ","€0,03/min ","","22",SOCKET,Fora de Serviço
VPT-00004-02,Vila do Porto,Rua Cotovelo,SEG - Segma,"17.679","0","€0,1657/charge ","€0,03/min ","","22",SOCKET,Disponível
VPV-00002-02,Praia da Vitória,Largo Conde da Praia,SEG - Segma,"17.679","0","€0,1657/charge ","€0,03/min ","","22",SOCKET,Disponível
VPV-00002-01,Praia da Vitória,Largo Conde da Praia,SEG - Segma,"17.679","0","€0,1657/charge ","€0,03/min ","","22",SOCKET,Disponível
LRA-00040-1,Leiria,Rua da Europa,KLC - Atlante,"17.774","0","€0,2609/charge ","€0,03/min ","","22",SOCKET,Disponível
LRA-00041-1,Leiria,Rua da Europa,KLC - Atlante,"17.774","0","€0,2609/charge ","€0,03/min ","","22",SOCKET,Disponível
LRA-00042-1,Leiria,Rua da Europa,KLC - Atlante,"17.774","0","€0,2609/charge ","€0,03/min ","","22",SOCKET,Disponível
LRA-00043-1,Leiria,Rua da Europa,KLC - Atlante,"17.774","0","€0,2609/charge ","€0,03/min ","","22",SOCKET,Disponível
LRA-00044-1,Leiria,Rua da Europa,KLC - Atlante,"17.774","0","€0,2609/charge ","€0,03/min ","","22",SOCKET,Disponível
LRA-00045-1,Leiria,Rua da Europa,KLC - Atlante,"17.774","0","€0,2609/charge ","€0,03/min ","","22",SOCKET,Disponível
CRS-00002-1,Carregal do Sal,Avenida Nossa senhora Febres 111B,REP - Repsol,"17.775","0","€0,261/charge ","€0,03/min ","","22",CABLE,Disponível
LSB-00552-1,Lisboa,Cruz Av Padre Cruz c/ Av General Norton,REP - Repsol,"17.775","0","€0,261/charge ","€0,03/min ","","22",CABLE,Disponível
VNG-00096-1,Vila Nova de Gaia,"Av. Da República, n.º 1435",REP - Repsol,"17.775","0","€0,261/charge ","€0,03/min ","","22",CABLE,Disponível
VNG-00098-1,Vila Nova de Gaia,"Av. Da República, n.º 1435",REP - Repsol,"17.775","0","€0,261/charge ","€0,03/min ","","22",CABLE,Disponível
OER-00134-1,Oeiras,Av. Prof. Dr. Cavaco Silva,KLC - Atlante,"17.783","0","€0,2694/charge ","€0,015/min ","","3,7",SOCKET,Disponível
OER-00135-1,Oeiras,Av. Prof. Dr. Cavaco Silva,KLC - Atlante,"17.783","0","€0,2694/charge ","€0,015/min ","","3,7",SOCKET,Disponível
AGH-00006-02,Angra do Heroísmo,CERRADO DO BAILÃO (PARQUE DE ESTACIONAMENTO),SEG - Segma,"17.810","0","€0,2964/charge ","€0,03/min ","","22",SOCKET,Disponível
AGH-00006-01,Angra do Heroísmo,CERRADO DO BAILÃO (PARQUE DE ESTACIONAMENTO),SEG - Segma,"17.810","0","€0,2964/charge ","€0,03/min ","","22",SOCKET,Disponível
AGH-00007-02,Angra do Heroísmo,RUA SEBASTIAO CORREIA LORVELA,SEG - Segma,"17.810","0","€0,2964/charge ","€0,03/min ","","22",SOCKET,Disponível
AGH-00007-01,Angra do Heroísmo,RUA SEBASTIAO CORREIA LORVELA,SEG - Segma,"17.810","0","€0,2964/charge ","€0,03/min ","","22",SOCKET,Disponível
AGH-00008-01,Angra do Heroísmo,RUA DOUTOR LUÍS RIBEIRO,SEG - Segma,"17.810","0","€0,2964/charge ","€0,03/min ","","22",SOCKET,Disponível
AGH-00008-02,Angra do Heroísmo,RUA DOUTOR LUÍS RIBEIRO,SEG - Segma,"17.810","0","€0,2964/charge ","€0,03/min ","","22",SOCKET,Disponível
AVV-00002-01,Arcos de Valdevez,Avenida Reencontro de Valdevez,EVC - Evce,"17.810","0","€0,2964/charge ","€0,03/min ","","22",SOCKET,Disponível
AVV-00002-02,Arcos de Valdevez,Avenida Reencontro de Valdevez,EVC - Evce,"17.810","0","€0,2964/charge ","€0,03/min ","","22",SOCKET,Disponível
PVL-00003-1,Póvoa de Lanhoso,"Rua da Misericórdia, 141",EVC - Evce,"17.810","0","€0,2964/charge ","€0,03/min ","","11",CABLE,Disponível
PVL-00004-1,Póvoa de Lanhoso,"Rua da Misericórdia, 141",EVC - Evce,"17.810","0","€0,2964/charge ","€0,03/min ","","11",CABLE,Disponível
PVL-00005-1,Póvoa de Lanhoso,"Rua da Misericórdia, 141",EVC - Evce,"17.810","0","€0,2964/charge ","€0,03/min ","","11",CABLE,Disponível
RGR-00004-02,Ribeira Grande,Rua da Praça,SEG - Segma,"17.810","0","€0,2964/charge ","€0,03/min ","","22",SOCKET,Disponível
RGR-00004-01,Ribeira Grande,Rua da Praça,SEG - Segma,"17.810","0","€0,2964/charge ","€0,03/min ","","22",SOCKET,Disponível
RGR-00005-02,Ribeira Grande,Rua Areal St B arbara (Praia Santa Bárbara),SEG - Segma,"17.810","0","€0,2964/charge ","€0,03/min ","","22",SOCKET,Disponível
RGR-00005-01,Ribeira Grande,Rua Areal St B arbara (Praia Santa Bárbara),SEG - Segma,"17.810","0","€0,2964/charge ","€0,03/min ","","22",SOCKET,Disponível
RGR-00006-02,Ribeira Grande,Trav. Aresta (Passeio Atlântico),SEG - Segma,"17.810","0","€0,2964/charge ","€0,03/min ","","22",SOCKET,Disponível
RGR-00006-01,Ribeira Grande,Trav. Aresta (Passeio Atlântico),SEG - Segma,"17.810","0","€0,2964/charge ","€0,03/min ","","22",SOCKET,Disponível
RGR-00007-01,Ribeira Grande,Alameda 29 Junho,SEG - Segma,"17.810","0","€0,2964/charge ","€0,03/min ","","22",SOCKET,Disponível
RGR-00007-02,Ribeira Grande,Alameda 29 Junho,SEG - Segma,"17.810","0","€0,2964/charge ","€0,03/min ","","22",SOCKET,Fora de Serviço
SCG-00003-02,Santa Cruz da Graciosa,Rua Dr. Manuel Gregório Jr.,SEG - Segma,"17.810","0","€0,2964/charge ","€0,03/min ","","22",SOCKET,Fora de Serviço
SCG-00003-01,Santa Cruz da Graciosa,Rua Dr. Manuel Gregório Jr.,SEG - Segma,"17.810","0","€0,2964/charge ","€0,03/min ","","22",SOCKET,Disponível
ACB-00002-02,Alcobaça,"Estrada Nacional 86, Casal do Leirão",EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
ACB-00002-01,Alcobaça,"Estrada Nacional 86, Casal do Leirão",EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
CBR-00038-01,Coimbra,Rua Central da Mesura,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
CBR-00038-02,Coimbra,Rua Central da Mesura,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
CBR-00070-01,Coimbra,Praceta Professor Robalo Cordeiro,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
CBR-00070-02,Coimbra,Praceta Professor Robalo Cordeiro,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
CBR-00071-02,Coimbra,Praceta Professor Robalo Cordeiro,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
CBR-00071-01,Coimbra,Praceta Professor Robalo Cordeiro,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
CLB-00008-02,Celorico da Beira,Rua Dom João de Oliveira Matos,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
CLB-00008-01,Celorico da Beira,Rua Dom João de Oliveira Matos,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
CSC-00049-1,Cascais,Rua Holanda 1,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
CSC-00051-01,Cascais,Rua Holanda 1,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
CSC-00051-02,Cascais,Rua Holanda 1,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
CSC-00052-02,Cascais,Rua Holanda 1,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
CSC-00052-01,Cascais,Rua Holanda 1,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
CSC-00053-02,Cascais,Rua Holanda 1,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
CSC-00053-01,Cascais,Rua Holanda 1,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
CSC-00054-01,Cascais,Rua Holanda 1,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
CSC-00054-02,Cascais,Rua Holanda 1,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
CSC-00098-02,Cascais,Onyria Quinta da Marinha Hotel R. Palmeiras,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
CSC-00098-01,Cascais,Onyria Quinta da Marinha Hotel R. Palmeiras,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
FAR-00009-01,Faro,Praça da Liberdade,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
FAR-00009-02,Faro,Praça da Liberdade,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
FUN-00020-01,Funchal,Avenida Luís de Camões,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
FUN-00020-02,Funchal,Avenida Luís de Camões,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
GDL-00011-01,Grândola,"Via Longitudinal de Tróia, Estrada Nacional 2",EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
GDL-00011-02,Grândola,"Via Longitudinal de Tróia, Estrada Nacional 2",EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
GDL-00012-02,Grândola,"Via Longitudinal de Tróia, Estrada Nacional 2",EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
GDL-00012-01,Grândola,"Via Longitudinal de Tróia, Estrada Nacional 2",EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
LLE-00087-02,Loulé,Quinta do Lago Off Roundabout 7,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
LLE-00087-01,Loulé,Quinta do Lago Off Roundabout 7,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
LLE-00088-02,Loulé,Quinta do Lago Off Roundabout 7,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","11",SOCKET,Em uso
LLE-00088-01,Loulé,Quinta do Lago Off Roundabout 7,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","11",SOCKET,Disponível
LLE-00089-01,Loulé,Quinta do Lago Off Roundabout 7,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","11",SOCKET,Disponível
LLE-00089-02,Loulé,Quinta do Lago Off Roundabout 7,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","11",SOCKET,Disponível
LRA-00017-02,Leiria,Praça Goa Damão e Diu,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
LRA-00017-01,Leiria,Praça Goa Damão e Diu,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
LRA-00081-02,Leiria,"Rua Santo André, Leiria",EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
LRA-00081-01,Leiria,"Rua Santo André, Leiria",EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
LRA-00082-01,Leiria,"Rua Santo André, Leiria",EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
LRA-00082-02,Leiria,"Rua Santo André, Leiria",EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
LRA-00083-01,Leiria,"Rua Santo André, Leiria",EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
LRA-00083-02,Leiria,"Rua Santo André, Leiria",EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
LRA-00084-02,Leiria,"Rua Santo André, Leiria",EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
LRA-00084-01,Leiria,"Rua Santo André, Leiria",EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
LRA-00085-02,Leiria,"Rua Santo André, Leiria",EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
LRA-00085-01,Leiria,"Rua Santo André, Leiria",EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
LRS-00050-01,Loures,Rua Pedro Álvares Cabral,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
LRS-00050-02,Loures,Rua Pedro Álvares Cabral,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
LRS-00071-01,Loures,Rua das Giestas - Bobadela,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
LRS-00071-02,Loures,Rua das Giestas - Bobadela,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
LRS-00072-01,Loures,Rua das Giestas - Bobadela,EDP - EDP Comercial,"17.811","0","€0,297/charge ","€0,03/min ","","22",SOCKET,Disponível
